customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Renew,CampaignName,Actual Profit,CustomerType
6169-PPETC,Male,0,Yes,Yes,35,Yes,Long term,No,20.5,759.35,No,Last Campaign,-7,Targeted
8873-TMKGR,Male,0,No,No,29,Yes,Short term,No,19.1,529.5,No,Last Campaign,-7,Targeted
4832-VRBMR,Male,1,Yes,No,65,Yes,Short term,Yes,103.15,6792.45,No,Last Campaign,-7,Targeted
2878-DHMIN,Male,0,Yes,Yes,35,Yes,Short term,No,19.9,666,No,Last Campaign,-7,Targeted
6582-PLFUU,Male,0,Yes,Yes,51,Yes,Long term,No,19.55,1086.75,No,Last Campaign,-7,Targeted
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Long term,Yes,84.2,5324.5,No,Last Campaign,-7,Targeted
3511-APPBJ,Male,0,No,No,23,Yes,Short term,Yes,99.95,2292.75,No,Last Campaign,-7,Targeted
3865-QBWSJ,Male,1,No,Yes,38,Yes,Short term,Yes,80.45,3162.65,No,Last Campaign,-7,Targeted
5019-GQVCR,Male,1,No,No,43,Yes,Short term,Yes,84.85,3645.6,No,Last Campaign,-7,Targeted
5197-YPYBZ,Female,0,Yes,Yes,12,Yes,Long term,No,25.25,274.7,No,Last Campaign,-7,Targeted
4837-QUSFT,Female,0,Yes,No,65,Yes,Short term,Yes,100.15,6643.5,No,Last Campaign,-7,Targeted
5181-OABFK,Female,0,Yes,Yes,56,Yes,Long term,Yes,61.3,3346.8,No,Last Campaign,-7,Targeted
6743-HHQPF,Male,0,Yes,No,42,No,Short term,Yes,25.1,1097.15,No,Last Campaign,-7,Targeted
1391-UBDAR,Male,0,No,No,11,Yes,Short term,No,72.9,818.45,No,Last Campaign,-7,Targeted
7314-OXENN,Male,0,No,No,2,Yes,Short term,Yes,82,184.65,Yes,Last Campaign,43,Targeted
3428-XZMAZ,Male,0,No,No,1,Yes,Short term,Yes,69.35,69.35,Yes,Last Campaign,43,Targeted
1230-QAJDW,Male,0,No,No,3,Yes,Short term,Yes,65.25,209.9,No,Last Campaign,-7,Targeted
2181-TIDSV,Male,0,Yes,Yes,68,Yes,Long term,Yes,19.95,1303.25,No,Last Campaign,-7,Targeted
5298-GSTLM,Female,1,No,No,60,Yes,Short term,Yes,101.4,6176.6,No,Last Campaign,-7,Targeted
4274-DRSQT,Female,0,No,No,66,Yes,Short term,Yes,88.9,6000.1,No,Last Campaign,-7,Targeted
6705-LXORM,Female,1,Yes,No,5,Yes,Short term,No,70.05,302.6,No,Last Campaign,-7,Targeted
5906-CVLHP,Female,0,Yes,Yes,45,Yes,Short term,Yes,54.15,2319.8,Yes,Last Campaign,43,Targeted
6137-NICCO,Female,0,Yes,Yes,6,Yes,Short term,Yes,94.05,518.75,No,Last Campaign,-7,Targeted
1930-WNXSB,Male,0,Yes,Yes,58,Yes,Short term,Yes,92.85,5305.05,No,Last Campaign,-7,Targeted
0939-YAPAF,Female,0,No,No,35,Yes,Short term,Yes,100.25,3527.6,Yes,Last Campaign,43,Targeted
9294-TDIPC,Male,0,No,Yes,5,Yes,Short term,No,20.2,83.75,No,Last Campaign,-7,Targeted
6692-YQHXC,Male,0,No,No,16,Yes,Short term,Yes,69.95,1205.5,No,Last Campaign,-7,Targeted
8999-XXGNS,Female,1,Yes,No,72,Yes,Short term,Yes,105.75,7629.85,No,Last Campaign,-7,Targeted
1150-FTQGN,Female,0,Yes,Yes,60,Yes,Short term,No,94.15,5811.8,No,Last Campaign,-7,Targeted
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Long term,No,26.3,1688.9,No,Last Campaign,-7,Targeted
9447-YPTBX,Female,0,Yes,No,50,Yes,Short term,Yes,19.85,943.1,No,Last Campaign,-7,Targeted
2740-JFBOK,Male,0,No,No,10,Yes,Short term,Yes,24,226.55,No,Last Campaign,-7,Targeted
6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Short term,Yes,97.95,384.5,Yes,Last Campaign,43,Targeted
0722-TROQR,Female,1,No,No,4,Yes,Short term,Yes,74.9,321.75,Yes,Last Campaign,43,Targeted
2504-DSHIH,Male,1,Yes,No,23,Yes,Short term,No,86.8,1975.85,No,Last Campaign,-7,Targeted
6229-LSCKB,Male,1,No,No,6,Yes,Short term,Yes,79.7,497.6,No,Last Campaign,-7,Targeted
9169-BSVIN,Male,0,No,No,12,Yes,Short term,No,74.75,827.05,No,Last Campaign,-7,Targeted
1319-YLZJG,Male,0,Yes,No,12,Yes,Short term,Yes,84.6,959.9,No,Last Campaign,-7,Targeted
0628-CNQRM,Male,0,Yes,Yes,22,Yes,Short term,Yes,67.5,1544.05,Yes,Last Campaign,43,Targeted
2452-SNHFZ,Female,0,No,No,47,Yes,Short term,No,75.45,3545.1,No,Last Campaign,-7,Targeted
7079-QRCBC,Female,0,No,No,24,Yes,Short term,Yes,98.75,2407.3,Yes,Last Campaign,43,Targeted
0866-QLSIR,Female,0,No,No,34,Yes,Short term,Yes,64.4,2088.75,Yes,Last Campaign,43,Targeted
0618-XWMSS,Male,0,No,Yes,28,Yes,Short term,Yes,74.9,2068.55,Yes,Last Campaign,43,Targeted
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Long term,Yes,64.15,4254.1,No,Last Campaign,-7,Targeted
1258-YMZNM,Female,1,No,No,27,Yes,Short term,Yes,110.5,2857.6,No,Last Campaign,-7,Targeted
7298-IZWLY,Female,0,No,No,1,Yes,Short term,Yes,19.4,19.4,No,Last Campaign,-7,Targeted
8079-XRJRS,Male,0,Yes,No,65,Yes,Short term,No,89.75,5769.6,Yes,Last Campaign,43,Targeted
7613-LLQFO,Male,0,No,No,12,Yes,Short term,Yes,84.45,1059.55,Yes,Last Campaign,43,Targeted
0390-DCFDQ,Female,1,Yes,No,1,Yes,Short term,Yes,70.45,70.45,Yes,Last Campaign,43,Targeted
7008-LZVOZ,Male,0,Yes,Yes,66,Yes,Long term,Yes,25.3,1672.35,No,Last Campaign,-7,Targeted
2205-LPVGL,Male,1,Yes,Yes,58,Yes,Short term,Yes,89.85,5125.75,No,Last Campaign,-7,Targeted
3811-VBYBZ,Male,0,No,No,7,Yes,Short term,Yes,99.8,673.25,Yes,Last Campaign,43,Targeted
1299-AURJA,Female,0,Yes,Yes,70,Yes,Long term,No,24.7,1685.9,No,Last Campaign,-7,Targeted
9244-ZVAPM,Male,0,No,No,1,Yes,Short term,No,45.6,45.6,No,Last Campaign,-7,Targeted
8592-PLTMQ,Female,0,No,No,64,Yes,Short term,No,24.7,1642.75,No,Last Campaign,-7,Targeted
3537-HPKQT,Female,0,Yes,No,55,Yes,Short term,Yes,77.75,4266.4,No,Last Campaign,-7,Targeted
0549-CYCQN,Male,1,No,No,51,Yes,Short term,Yes,79.6,3974.7,No,Last Campaign,-7,Targeted
4548-SDBKE,Female,0,No,No,5,Yes,Short term,Yes,85.2,474.8,Yes,Last Campaign,43,Targeted
1557-EMYVT,Female,0,No,No,43,Yes,Long term,No,115.05,4895.1,No,Last Campaign,-7,Targeted
9625-RZFUK,Male,0,Yes,Yes,63,Yes,Long term,No,19.7,1275.85,No,Last Campaign,-7,Targeted
2346-CZYIL,Male,0,No,No,27,Yes,Long term,No,20.35,531.6,No,Last Campaign,-7,Targeted
5760-WRAHC,Female,1,No,No,22,Yes,Short term,Yes,69.75,1545.4,No,Last Campaign,-7,Targeted
4369-HTUIF,Male,1,No,No,6,Yes,Short term,Yes,85.15,503.6,Yes,Last Campaign,43,Targeted
2250-IVBWA,Male,0,Yes,Yes,64,Yes,Short term,No,81.05,5135.35,No,Last Campaign,-7,Targeted
5324-KTGCG,Male,0,Yes,No,71,Yes,Short term,No,20.85,1539.75,No,Last Campaign,-7,Targeted
8819-WFGGJ,Male,0,Yes,No,68,No,Long term,Yes,54.1,3794.5,No,Last Campaign,-7,Targeted
9108-EJFJP,Female,0,Yes,No,1,Yes,Short term,Yes,53.55,53.55,No,Last Campaign,-7,Targeted
3234-VKACU,Male,0,No,No,2,Yes,Short term,No,70.3,132.4,No,Last Campaign,-7,Targeted
5522-JBWMO,Male,0,No,Yes,1,Yes,Short term,No,44,44,No,Last Campaign,-7,Targeted
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Short term,No,64.4,1802.15,No,Last Campaign,-7,Targeted
5067-DGXLL,Male,0,No,No,2,Yes,Short term,No,20.25,36.8,No,Last Campaign,-7,Targeted
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Long term,Yes,89.55,6448.85,No,Last Campaign,-7,Targeted
3736-BLEPA,Male,0,No,No,28,Yes,Short term,Yes,91.25,2483.65,No,Last Campaign,-7,Targeted
2696-ECXKC,Female,0,Yes,Yes,55,Yes,Short term,No,100.9,5448.6,No,Last Campaign,-7,Targeted
2296-DKZFP,Female,0,Yes,No,65,Yes,Long term,No,71,4386.2,No,Last Campaign,-7,Targeted
9971-ZWPBF,Male,1,Yes,Yes,34,Yes,Short term,Yes,108.9,3625.2,No,Last Campaign,-7,Targeted
2634-HCZGT,Male,1,Yes,No,53,Yes,Short term,Yes,60.05,3229.65,Yes,Last Campaign,43,Targeted
7696-CFTAT,Male,0,Yes,Yes,37,Yes,Long term,No,19.8,726.1,No,Last Campaign,-7,Targeted
2189-WWOEW,Female,0,No,Yes,15,Yes,Short term,Yes,85.9,1269.55,Yes,Last Campaign,43,Targeted
5702-KVQRD,Male,0,Yes,No,71,Yes,Long term,Yes,82.55,5832.65,No,Last Campaign,-7,Targeted
4343-EJVQB,Male,0,No,No,7,Yes,Short term,No,74.35,533.6,No,Last Campaign,-7,Targeted
3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Long term,Yes,111.2,7530.8,No,Last Campaign,-7,Targeted
2279-AXJJK,Male,0,Yes,No,52,Yes,Short term,Yes,95.65,5088.4,No,Last Campaign,-7,Targeted
6778-EICRF,Male,0,Yes,Yes,24,Yes,Short term,No,74.8,1821.2,No,Last Campaign,-7,Targeted
2272-UOINI,Female,0,No,No,7,Yes,Short term,Yes,78.5,571.05,No,Last Campaign,-7,Targeted
1215-EXRMO,Male,0,Yes,No,50,Yes,Long term,No,20.55,1067.65,No,Last Campaign,-7,Targeted
0854-UYHZD,Female,0,Yes,Yes,13,Yes,Long term,No,19.55,265.3,No,Last Campaign,-7,Targeted
8992-CEUEN,Female,0,No,No,1,Yes,Short term,No,18.85,18.85,No,Last Campaign,-7,Targeted
0082-OQIQY,Male,0,No,No,29,Yes,Short term,Yes,94.2,2607.6,No,Last Campaign,-7,Targeted
0822-QGCXA,Female,1,Yes,No,27,Yes,Short term,No,83.85,2310.2,No,Last Campaign,-7,Targeted
5306-BVTKJ,Male,0,Yes,Yes,48,Yes,Short term,Yes,55.8,2651.2,No,Last Campaign,-7,Targeted
2472-OVKUP,Male,0,Yes,No,6,Yes,Short term,Yes,91,531,Yes,Last Campaign,43,Targeted
1421-HCERK,Male,1,Yes,No,30,Yes,Short term,Yes,105.7,3181.8,No,Last Campaign,-7,Targeted
5918-VUKWP,Female,0,No,No,32,Yes,Short term,No,20.55,654.55,No,Last Campaign,-7,Targeted
3318-NMQXL,Male,0,No,No,3,Yes,Short term,Yes,92,266.8,No,Last Campaign,-7,Targeted
6921-OZMFH,Male,0,Yes,Yes,5,Yes,Short term,Yes,55.7,259.4,No,Last Campaign,-7,Targeted
9415-ZNBSX,Female,0,Yes,Yes,70,Yes,Long term,Yes,89,6293.2,No,Last Campaign,-7,Targeted
1452-UZOSF,Male,0,Yes,Yes,72,Yes,Long term,Yes,106.1,7548.6,No,Last Campaign,-7,Targeted
5154-VEKBL,Female,0,No,No,9,No,Short term,No,58.5,539.85,Yes,Last Campaign,43,Targeted
2516-XSJKX,Female,0,Yes,Yes,41,Yes,Long term,No,78.45,3126.45,No,Last Campaign,-7,Targeted
4782-OSFXZ,Female,1,Yes,No,71,Yes,Long term,Yes,82.7,5831.2,No,Last Campaign,-7,Targeted
9351-HXDMR,Male,0,Yes,No,72,Yes,Long term,Yes,110.9,8240.85,No,Last Campaign,-7,Targeted
8309-PPCED,Female,0,Yes,No,72,Yes,Long term,Yes,110.45,7982.5,No,Last Campaign,-7,Targeted
8802-UNOJF,Male,1,No,No,12,Yes,Short term,Yes,83.8,1029.75,Yes,Last Campaign,43,Targeted
4822-LPTYJ,Male,0,Yes,No,72,Yes,Long term,Yes,103.75,7346.2,No,Last Campaign,-7,Targeted
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Short term,Yes,80.5,502.85,Yes,Last Campaign,43,Targeted
3376-BMGFE,Female,0,No,No,4,Yes,Short term,Yes,70.9,273,Yes,Last Campaign,43,Targeted
5445-PZWGX,Male,0,No,No,62,Yes,Short term,No,102,6529.25,Yes,Last Campaign,43,Targeted
8544-JNBOX,Male,0,No,No,72,Yes,Long term,Yes,20.8,1521.2,No,Last Campaign,-7,Targeted
5386-THSLQ,Female,1,Yes,No,66,No,Short term,No,45.55,3027.25,No,Last Campaign,-7,Targeted
6331-LWDTQ,Male,0,No,No,10,Yes,Short term,Yes,72.15,794.25,Yes,Last Campaign,43,Targeted
2150-UWTFY,Female,0,Yes,Yes,22,Yes,Short term,No,61.15,1422.05,Yes,Last Campaign,43,Targeted
1508-DFXCU,Male,0,No,No,12,Yes,Short term,Yes,81.45,912,No,Last Campaign,-7,Targeted
6143-JQKEA,Male,0,No,No,10,Yes,Short term,Yes,45.8,436.2,No,Last Campaign,-7,Targeted
2717-HVIZY,Female,0,No,Yes,8,Yes,Short term,No,20.05,163.6,No,Last Campaign,-7,Targeted
0064-SUDOG,Female,0,Yes,Yes,12,Yes,Long term,No,20.3,224.5,No,Last Campaign,-7,Targeted
6164-HAQTX,Male,0,No,No,71,No,Long term,No,53.95,3888.65,No,Last Campaign,-7,Targeted
1228-FZFRV,Male,0,Yes,Yes,50,Yes,Short term,No,105.95,5341.8,Yes,Last Campaign,43,Targeted
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Short term,Yes,108.15,7930.55,No,Last Campaign,-7,Targeted
1919-RTPQD,Male,0,Yes,Yes,7,Yes,Short term,No,44.75,333.65,No,Last Campaign,-7,Targeted
7641-EUYET,Male,1,Yes,Yes,46,Yes,Short term,Yes,100.7,4541.2,Yes,Last Campaign,43,Targeted
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Short term,Yes,48.95,273.25,No,Last Campaign,-7,Targeted
8035-PWSEV,Female,0,No,No,6,Yes,Short term,Yes,89.25,487.05,No,Last Campaign,-7,Targeted
3547-LQRIK,Female,0,Yes,No,47,Yes,Short term,No,26.9,1250.85,No,Last Campaign,-7,Targeted
0376-OIWME,Male,0,Yes,No,36,Yes,Short term,Yes,93.6,3366.05,No,Last Campaign,-7,Targeted
2292-XQWSV,Male,0,Yes,Yes,40,No,Short term,No,60.3,2448.5,No,Last Campaign,-7,Targeted
2252-JHJGE,Male,0,No,No,61,Yes,Short term,No,104,6363.45,No,Last Campaign,-7,Targeted
6176-YJWAS,Male,0,Yes,No,72,Yes,Long term,Yes,97.95,7114.25,No,Last Campaign,-7,Targeted
6383-ZTSIW,Female,1,Yes,No,39,Yes,Short term,No,99.1,3877.95,No,Last Campaign,-7,Targeted
4365-MSDYN,Male,0,Yes,No,8,Yes,Short term,Yes,19.55,161.15,No,Last Campaign,-7,Targeted
1455-ESIQH,Male,0,No,No,1,Yes,Short term,Yes,89.1,89.1,Yes,Last Campaign,43,Targeted
4664-NJCMS,Female,0,Yes,No,33,No,Long term,No,59.55,2016.3,No,Last Campaign,-7,Targeted
8285-ABVLB,Female,0,Yes,No,70,Yes,Long term,No,19.85,1328.35,No,Last Campaign,-7,Targeted
4644-OBGFZ,Male,0,Yes,Yes,55,Yes,Short term,No,19.5,1026.35,No,Last Campaign,-7,Targeted
7157-SMCFK,Male,0,No,Yes,61,Yes,Long term,No,19.75,1124.2,No,Last Campaign,-7,Targeted
9799-CAYJJ,Female,1,Yes,No,2,Yes,Short term,Yes,69.3,153.8,No,Last Campaign,-7,Targeted
3683-QKIUE,Female,0,No,No,6,Yes,Short term,Yes,50.8,288.05,Yes,Last Campaign,43,Targeted
3538-WZPHD,Male,0,No,No,3,No,Short term,Yes,29.6,79.45,Yes,Last Campaign,43,Targeted
7674-YTAFD,Female,0,No,No,33,Yes,Short term,Yes,79.95,2684.85,No,Last Campaign,-7,Targeted
1571-SAVHK,Male,0,No,No,12,Yes,Short term,Yes,99.95,1132.75,Yes,Last Campaign,43,Targeted
1779-PWPMG,Female,1,Yes,No,72,Yes,Long term,Yes,114.65,8333.95,No,Last Campaign,-7,Targeted
3969-JQABI,Female,0,Yes,No,58,Yes,Short term,Yes,65.25,3791.6,No,Last Campaign,-7,Targeted
3313-QKNKB,Male,0,Yes,No,59,Yes,Short term,No,85.55,5084.65,Yes,Last Campaign,43,Targeted
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Long term,No,24.8,1229.1,No,Last Campaign,-7,Targeted
8679-JOEVF,Female,1,No,No,16,Yes,Short term,No,59.4,1023.9,Yes,Last Campaign,43,Targeted
3424-NMNBO,Male,1,Yes,No,58,Yes,Short term,Yes,108.85,6287.25,Yes,Last Campaign,43,Targeted
7876-DNYAP,Female,0,Yes,Yes,69,Yes,Long term,No,19.8,1436.95,No,Last Campaign,-7,Targeted
5419-KLXBN,Female,0,Yes,Yes,25,Yes,Short term,Yes,89.15,2257.75,Yes,Last Campaign,43,Targeted
1541-ETJZO,Male,0,No,No,1,Yes,Short term,No,62.05,62.05,Yes,Last Campaign,43,Targeted
5167-ZFFMM,Male,0,No,No,1,Yes,Short term,Yes,90.85,90.85,Yes,Last Campaign,43,Targeted
6326-MTTXK,Male,0,No,No,8,Yes,Short term,No,100.85,819.55,Yes,Last Campaign,43,Targeted
4195-NZGTA,Female,0,No,No,1,No,Short term,No,25.25,25.25,No,Last Campaign,-7,Targeted
7089-IVVAZ,Female,0,No,No,8,Yes,Short term,Yes,103.35,847.3,Yes,Last Campaign,43,Targeted
3387-VATUS,Male,0,No,No,5,Yes,Short term,Yes,94.85,462.8,Yes,Last Campaign,43,Targeted
5482-VXSXJ,Male,0,No,No,22,Yes,Short term,Yes,93.2,2157.3,No,Last Campaign,-7,Targeted
2386-OWURY,Female,0,No,No,58,Yes,Short term,Yes,95.3,5817.7,No,Last Campaign,-7,Targeted
9039-RBEEE,Male,0,No,No,39,No,Short term,Yes,48.95,1880.85,Yes,Last Campaign,43,Targeted
6765-MBQNU,Female,0,Yes,No,26,Yes,Short term,No,26,684.05,No,Last Campaign,-7,Targeted
0843-WTBXE,Male,0,No,No,53,Yes,Short term,No,85.45,4517.25,Yes,Last Campaign,43,Targeted
6317-YPKDH,Female,0,No,No,1,No,Short term,No,29.95,29.95,Yes,Last Campaign,43,Targeted
8645-KWHJO,Male,0,No,No,14,No,Short term,Yes,55,771.95,No,Last Campaign,-7,Targeted
2815-CPTUL,Male,1,No,No,5,Yes,Short term,Yes,70.25,331.9,Yes,Last Campaign,43,Targeted
0516-OOHAR,Male,0,Yes,Yes,28,Yes,Short term,No,100.35,2799,No,Last Campaign,-7,Targeted
0397-GZBBC,Male,1,Yes,No,59,Yes,Short term,Yes,93.85,5574.75,Yes,Last Campaign,43,Targeted
3580-REOAC,Male,0,No,No,10,Yes,Short term,Yes,44.85,435.4,Yes,Last Campaign,43,Targeted
8200-KLNYW,Female,0,Yes,No,21,Yes,Short term,No,80.9,1714.95,No,Last Campaign,-7,Targeted
3420-ZDBMA,Male,1,No,No,5,Yes,Short term,Yes,71.45,371.6,No,Last Campaign,-7,Targeted
8168-UQWWF,Female,0,No,No,11,Yes,Short term,Yes,97.85,1105.4,Yes,Last Campaign,43,Targeted
8313-AFGBW,Male,0,Yes,No,47,Yes,Long term,No,73.6,3522.65,No,Last Campaign,-7,Targeted
6351-SCJKT,Male,0,No,No,3,No,Short term,No,41.35,107.25,No,Last Campaign,-7,Targeted
8328-SKJNO,Male,0,No,Yes,23,No,Short term,No,40.65,947.4,No,Last Campaign,-7,Targeted
2739-CCZMB,Male,0,No,Yes,5,Yes,Short term,No,20.35,122,No,Last Campaign,-7,Targeted
9943-VSZUV,Male,1,No,No,67,Yes,Short term,Yes,75.7,5060.85,No,Last Campaign,-7,Targeted
4549-ZDQYY,Female,0,No,No,52,Yes,Short term,No,57.95,3042.25,No,Last Campaign,-7,Targeted
2262-SLNVK,Female,0,No,No,1,Yes,Short term,No,70.1,70.1,No,Last Campaign,-7,Targeted
9408-SSNVZ,Female,0,No,No,4,Yes,Short term,Yes,70.15,268.35,Yes,Last Campaign,43,Targeted
9919-YLNNG,Female,0,No,No,42,Yes,Short term,Yes,103.8,4327.5,No,Last Campaign,-7,Targeted
5073-WXOYN,Female,0,No,No,60,No,Short term,Yes,50.8,3027.4,Yes,Last Campaign,43,Targeted
2754-VDLTR,Male,0,No,Yes,10,Yes,Short term,No,95.2,930.4,Yes,Last Campaign,43,Targeted
5778-BVOFB,Female,0,No,No,9,Yes,Short term,Yes,59.5,530.05,No,Last Campaign,-7,Targeted
6614-VBEGU,Female,0,Yes,No,24,Yes,Short term,Yes,69.45,1614.05,No,Last Campaign,-7,Targeted
7542-CYDDM,Male,0,No,No,18,Yes,Short term,No,20.05,358.5,No,Last Campaign,-7,Targeted
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Long term,Yes,115.6,8220.4,No,Last Campaign,-7,Targeted
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Short term,Yes,86.8,5327.25,No,Last Campaign,-7,Targeted
9101-NTIXF,Male,0,No,No,2,Yes,Short term,No,19.4,50.6,No,Last Campaign,-7,Targeted
6258-PVZWJ,Male,0,Yes,No,68,Yes,Long term,Yes,90.8,6302.85,No,Last Campaign,-7,Targeted
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Short term,Yes,102.45,102.45,Yes,Last Campaign,43,Targeted
1357-BIJKI,Male,0,Yes,No,50,Yes,Short term,Yes,98.25,4858.7,No,Last Campaign,-7,Targeted
7602-MVRMB,Female,0,Yes,Yes,72,Yes,Long term,Yes,110.45,8058.85,No,Last Campaign,-7,Targeted
2972-YDYUW,Female,0,No,No,57,Yes,Short term,No,94.7,5468.95,No,Last Campaign,-7,Targeted
1763-KUAAW,Female,1,No,No,18,Yes,Short term,No,20.35,369.6,No,Last Campaign,-7,Targeted
8894-JVDCV,Female,0,No,No,62,Yes,Short term,Yes,115.05,7133.45,No,Last Campaign,-7,Targeted
0117-LFRMW,Male,0,Yes,Yes,37,No,Short term,No,40.2,1448.8,Yes,Last Campaign,43,Targeted
9576-ANLXO,Female,0,No,No,3,Yes,Short term,Yes,69.55,222.3,Yes,Last Campaign,43,Targeted
3014-WJKSM,Male,0,Yes,No,29,Yes,Short term,Yes,75.3,2263.4,No,Last Campaign,-7,Targeted
4926-UMJZD,Female,0,Yes,No,31,Yes,Short term,Yes,49.2,1498.55,No,Last Campaign,-7,Targeted
7401-RUBNK,Female,0,Yes,No,18,Yes,Short term,No,74.8,1438.05,No,Last Campaign,-7,Targeted
8990-YOZLV,Female,0,No,No,69,Yes,Long term,Yes,66.9,4577.9,No,Last Campaign,-7,Targeted
0040-HALCW,Male,0,Yes,Yes,54,Yes,Long term,No,20.4,1090.6,No,Last Campaign,-7,Targeted
4819-HJPIW,Male,0,No,No,18,No,Short term,No,25.15,476.8,No,Last Campaign,-7,Targeted
0577-WHMEV,Female,0,Yes,No,16,Yes,Short term,No,90.7,1374.9,No,Last Campaign,-7,Targeted
9504-YAZWB,Female,0,No,No,53,Yes,Long term,No,20.25,1048.45,No,Last Campaign,-7,Targeted
6896-SRVYQ,Male,1,No,No,44,Yes,Short term,No,73.85,3122.4,No,Last Campaign,-7,Targeted
8761-NSOBC,Male,0,No,No,44,Yes,Short term,No,100.55,4398.15,Yes,Last Campaign,43,Targeted
4701-LKOZD,Female,0,No,No,70,Yes,Long term,No,89.75,6367.2,No,Last Campaign,-7,Targeted
4587-VVTOX,Female,0,Yes,No,6,Yes,Short term,Yes,105.3,545.2,Yes,Last Campaign,43,Targeted
0983-TATYJ,Female,0,Yes,No,33,Yes,Short term,Yes,51.45,1758.9,No,Last Campaign,-7,Targeted
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Long term,No,24.45,1709.1,No,Last Campaign,-7,Targeted
7363-QTBIW,Female,0,Yes,No,9,Yes,Short term,Yes,79.75,769.1,No,Last Campaign,-7,Targeted
0230-UBYPQ,Male,1,Yes,No,63,No,Short term,No,36.1,2298.9,No,Last Campaign,-7,Targeted
5808-TOTXO,Female,0,No,Yes,3,Yes,Short term,Yes,20.55,57.4,No,Last Campaign,-7,Targeted
3186-AJIEK,Male,0,No,No,66,Yes,Long term,Yes,105.65,6844.5,No,Last Campaign,-7,Targeted
8404-VIOMB,Female,0,No,No,66,No,Long term,Yes,62.5,4136.4,No,Last Campaign,-7,Targeted
8040-MNRTF,Female,0,No,No,1,Yes,Short term,No,71.1,71.1,No,Last Campaign,-7,Targeted
8294-UIMBA,Female,0,No,No,30,Yes,Short term,Yes,94.4,2638.1,No,Last Campaign,-7,Targeted
9488-FVZCC,Female,0,Yes,Yes,72,Yes,Long term,Yes,79.5,5661.7,No,Last Campaign,-7,Targeted
9415-TPKRV,Female,0,Yes,Yes,8,Yes,Short term,No,55.75,446.8,No,Last Campaign,-7,Targeted
5701-YVSVF,Female,1,Yes,No,11,Yes,Short term,Yes,82.9,880.05,No,Last Campaign,-7,Targeted
1439-LCGVL,Female,0,Yes,No,26,Yes,Short term,No,19.2,459.6,No,Last Campaign,-7,Targeted
9693-XMUOB,Male,1,Yes,No,59,No,Short term,Yes,50.25,2997.45,No,Last Campaign,-7,Targeted
2626-VEEWG,Male,0,Yes,Yes,67,Yes,Long term,Yes,19.4,1284.2,No,Last Campaign,-7,Targeted
7110-BDTWG,Female,0,Yes,No,71,No,Long term,Yes,47.05,3263.6,No,Last Campaign,-7,Targeted
7493-GVFIO,Male,0,No,No,57,Yes,Long term,No,20.55,1252.85,No,Last Campaign,-7,Targeted
9838-BFCQT,Male,0,Yes,Yes,72,Yes,Long term,No,26.1,1851.45,No,Last Campaign,-7,Targeted
1746-TGTWV,Male,0,Yes,No,1,Yes,Short term,No,75.35,75.35,No,Last Campaign,-7,Targeted
6243-OZGFH,Female,0,No,No,23,No,Short term,Yes,44.95,996.85,No,Last Campaign,-7,Targeted
7925-PNRGI,Female,0,Yes,Yes,45,Yes,Short term,No,81.3,3541.1,No,Last Campaign,-7,Targeted
5966-EMAZU,Male,0,Yes,No,64,Yes,Short term,Yes,108.5,6880.85,No,Last Campaign,-7,Targeted
5150-ITWWB,Male,1,No,No,3,Yes,Short term,Yes,94.85,335.75,No,Last Campaign,-7,Targeted
4092-OFQZS,Male,0,Yes,No,20,Yes,Short term,No,20.65,417.5,No,Last Campaign,-7,Targeted
1573-LGXBA,Male,0,Yes,Yes,57,Yes,Short term,Yes,97.55,5598,No,Last Campaign,-7,Targeted
5233-GEEAX,Male,1,No,No,8,No,Short term,Yes,29.4,221.9,Yes,Last Campaign,43,Targeted
2650-GYRYL,Male,0,Yes,Yes,33,Yes,Short term,Yes,19.45,600.25,No,Last Campaign,-7,Targeted
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,Long term,Yes,82,5999.85,No,Last Campaign,-7,Targeted
3863-QSTYI,Male,0,No,No,59,Yes,Short term,Yes,64.65,3735.45,No,Last Campaign,-7,Targeted
4445-ZJNMU,Male,0,No,No,9,Yes,Short term,Yes,99.3,918.75,No,Last Campaign,-7,Targeted
7873-CVMAW,Male,0,No,No,72,Yes,Long term,No,88.55,6362.35,No,Last Campaign,-7,Targeted
6918-UMQCG,Female,0,No,No,5,Yes,Short term,No,80.2,384.25,No,Last Campaign,-7,Targeted
